Position1,Position2,Position3,Position4,Position5,Position6,Position7,Velocity1,Velocity2,Velocity3,Velocity4,Velocity5,Velocity6,Velocity7
-0.0015298611879637214,-0.7835364685579695,-0.08484544556730622,-2.3532903209174036,0.0004033728953553861,1.576221967919024,0.7864809288723309,-0.000298895,0.0028287668745194208,0.0038455409784815425,0.0016108136948252449,6.841592924428958e-05,-0.0003601424503385128,6.118215000000001e-05
0.0008971601118565875,-0.7838724586323901,-0.08596641791789797,-2.3538045981737756,0.00035130604879096694,1.5742452610860738,0.7852507586827335,-0.000298895,0.0028287668745194208,0.0038455409784815425,0.0016108136948252449,0.00014424459118154133,-0.0003601424503385128,6.118215000000001e-05
0.0026510352867042952,-0.7841128675730721,-0.08694374096141033,-2.3542945610193806,0.0003283390321194013,1.5727653838630924,0.7843562123237249,4.866491735748763e-05,0.0028287668745194208,0.0038455409784815425,0.0016108136948252449,0.00020410428088255046,-0.0003601424503385128,0.0001244614505637584
0.002923608789407006,-0.7841895045446392,-0.08778669994090788,-2.354756884052291,0.00019592034688148408,1.5717282461063629,0.7839123312483294,0.0008061223918787485,0.0028287668745194208,0.0038455409784815425,0.0016108136948252449,0.0002491935396877673,-0.0003601424503385128,0.0001244614505637584
0.002923608789407006,-0.7841895045446392,-0.08850458009945511,-2.3551882418705787,0.00010242260462747788,1.5717282461063629,0.7839123312483294,0.001363443909796385,0.0028287668745194208,0.0038455409784815425,0.0016108136948252449,0.0002766683587726465,-0.0003601424503385128,0.0001244614505637584
0.002923608789407006,-0.7841895045446392,-0.08910666668011662,-2.355585309072316,-3.9002355917527876e-05,1.5717282461063629,0.7839123312483294,0.0016617996363868987,0.0028287668745194208,0.0038455409784815425,0.0016108136948252449,0.0002766683587726465,-0.0003601424503385128,0.0001244614505637584
0.002923608789407006,-0.7841895045446392,-0.08960224492595692,-2.355944760255573,-3.9002355917527876e-05,1.5717282461063629,0.7839123312483294,0.0016617996363868987,0.002801816012229714,0.0033920416742299806,0.001149156824845079,0.0002766683587726465,-0.0003301258750155585,0.0001244614505637584
0.002923608789407006,-0.7841895045446392,-0.09000060008004054,-2.356263270018424,-3.9002355917527876e-05,1.5717282461063629,0.7839123312483294,0.0016617996363868987,0.0027472390812313145,0.0029769470099294155,0.0007767363337520252,0.0002766683587726465,-0.0003042934868895636,0.0001244614505637584
0.002923608789407006,-0.7842691487217294,-0.09031101738543203,-2.3565375129589388,-3.9002355917527876e-05,1.5717282461063629,0.7839123312483294,0.0016617996363868987,0.0025607623339879504,0.002585622189135632,0.0007639635529786381,0.0002766683587726465,-0.0002818330088436523,0.0001240535330884634
0.0019081566284669949,-0.7842820622303941,-0.09034845262193314,-2.356631511905511,-0.0003296802051506176,1.571773900309136,0.784304800021589,0.0016617996363868987,0.002538014039976083,0.0022034324154044166,0.0007639635529786381,0.0002766683587726465,-0.00026193216376094907,0.0001240535330884634
0.0007746142108431275,-0.7841895045446392,-0.09035342087213658,-2.356631511905511,-0.0006523313463616953,1.5723214147921007,0.7846032577057371,0.0016617996363868987,0.002538014039976083,0.0018157428922915399,0.0007639635529786381,0.0002714302731189367,-0.0002469199123959215,0.0001240535330884634
-0.00014715794414232874,-0.7840815391171438,-0.09054278208519592,-2.356631511905511,-0.0009612357997004772,1.5723214147921007,0.7847293635734794,0.0011880781075601578,0.002538014039976083,0.0014954315464253086,0.0007639635529786381,0.00025192375883992556,-0.0002437786745245772,0.0001240535330884634
-0.0009034774641238918,-0.7840006065809946,-0.09070517942239664,-2.356631511905511,-0.001318462121043834,1.5723214147921007,0.7847324987473678,0.0010839157832760727,0.0025607623339879504,0.0006029584520294896,0.0007639635529786381,0.0001819350829045219,-0.00020247845358012492,0.0001240535330884634
-0.002084841499498724,-0.7839990876751397,-0.09070517942239664,-2.356631511905511,-0.0013656115770681876,1.5723214147921007,0.7851512417766585,0.0009470815006633482,0.0027472390812313145,0.00021948499014727132,0.0007639635529786381,9.132554972958722e-05,-0.0001473150463731025,0.0001240535330884634
-0.0029054751190672468,-0.78396961928962,-0.090814106746471,-2.356631511905511,-0.0014527672845095208,1.5723214147921007,0.7851512417766585,0.0007198750041288785,0.002801816012229714,-0.0007552631472626232,0.0009599952908249842,6.527897922641798e-05,-0.00012948659010040325,0.00015498635155990803
-0.0029332762276282898,-0.7839628794751264,-0.0908256742169737,-2.3565564453435135,-0.0014527672845095208,1.5723214147921007,0.7851512417766585,0.0007152617885881471,0.00287164524648358,-0.0016677899570428315,0.0010813091076220475,6.527897922641798e-05,-0.0001184178733063238,0.00017767532847745554
-0.003340728791420333,-0.7837539445211146,-0.09089723191060009,-2.356444417834639,-0.0014527672845095208,1.5722391939746332,0.7851512417766585,0.0006056534365210636,0.00287164524648358,-0.0021927241803091574,0.0012096330219797534,6.527897922641798e-05,-0.00011183208587873787,0.00023004091880362865
-0.003340728791420333,-0.7835336002605764,-0.09089723191060009,-2.3563372110661627,-0.0014527672845095208,1.5712739385789396,0.7851512417766585,0.0005735813220975344,0.00287164524648358,-0.0029410152818501204,0.0012096330219797534,6.527897922641798e-05,-0.00011043980574722518,0.00026214561171129054
-0.003572680730064892,-0.7833418237900585,-0.09117199093512318,-2.3563372110661627,-0.0014248454138854616,1.5709150841412614,0.7851512417766585,0.000497796377181494,0.00287164524648358,-0.0031867795238695517,0.0012096330219797534,6.527897922641798e-05,-0.0001099856650586456,0.0002769740583524493
